tconst,primaryTitle,startYear,genres
tt0166936,Strange World,1999,"Crime,Drama,Mystery"
tt0166937,The Wubbulous World of Dr. Seuss,1996,"Animation,Family"
tt0166938,Yo-TV,1996,\N
tt0166940,100 Years of Horror,1996,"Documentary,Horror"
tt0167010,Atlantis darf nicht untergehen,1988,\N
tt0167515,Access Hollywood,1996,News
tt0167516,The Adventures of Robinson Crusoe,1964,Adventure
tt0167517,Afrika dokumentär,1998,\N
tt0167518,"Allô, tu m'aimes",1988,\N
tt0167519,America Held Hostage,1979,News
tt0167520,Les amies de Miami,1988,Comedy
tt0167521,Les amours de la belle époque,1979,"Drama,Romance"
tt0167522,Les amours des années 50,1984,"Drama,Romance"
tt0167523,Les amours des années folles,1980,"Drama,Romance"
tt0167524,Les amours des années grises,1981,"Drama,Romance"
tt0167525,Les amours romantiques,1983,"Drama,Romance"
tt0167526,Anges et loups,1988,Drama
tt0167527,Anitas Welt,1998,Comedy
tt0167528,L'annexe,1993,Comedy
tt0167529,Les années F.M.,1992,Comedy
tt0167530,L'appart,1988,Comedy
tt0167532,La baby-sitter,1988,Comedy
tt0167533,Les Bargeot,1985,Comedy
tt0167535,Les bas-fonds de Paris,1986,Drama
tt0167536,Bayard,1964,Adventure
tt0167537,"Beat That, Einstein",1994,Game-Show
tt0167538,Beaumanoir,1992,Drama
tt0167539,Les beaux yeux d'Agatha,1964,Drama
tt0167540,Before They Were Stars,1996,\N
tt0167541,Belle Rive,1988,\N
tt0167542,La belle et son fantôme,1962,"Comedy,Mystery"
tt0167543,Le bonheur conjugal,1965,Drama
tt0167544,Le bonheur d'en face,1989,Comedy
tt0167545,Bozo's Circus,1949,\N
tt0167546,Bozo the Clown,1959,"Comedy,Family"
tt0167547,The Brian Benben Show,1998,Comedy
tt0167548,Buddy Faro,1998,Drama
tt0167550,Café du square,1969,Drama
tt0167551,La calanque,1987,Comedy
tt0167552,Super Mario World,1991,"Adventure,Animation,Comedy"
tt0167553,The Car Show,1998,\N
tt0167555,La caravane Pacouli,1964,Comedy
tt0167556,Cas de divorce,1991,Drama
tt0167557,Uma Casa em Fanicos,1998,Comedy
tt0167558,"Catherine, il suffit d'un amour",1986,"Drama,History,Romance"
tt0167559,Chambre à louer,1965,Comedy
tt0167560,La chasse aux hommes,1975,Drama
tt0167561,Le chevalier Tempête,1967,Adventure
tt0167562,Le clan Beaulieu,1978,Drama
tt0167563,Le collège des coeurs brisés,1992,Comedy
tt0167564,Comment ne pas épouser un milliardaire,1966,Comedy
tt0167566,Coup de foudre,1988,Romance
tt0167567,Cousin Skeeter,1998,"Comedy,Family"
tt0167569,"Cécilia, médecin de campagne",1966,Drama
tt0167570,D'Iberville,1967,Adventure
tt0167571,Dagis dokumentär,1998,\N
tt0167572,De nos envoyés spéciaux,1965,Adventure
tt0167573,Deepwater Haven,1993,Drama
tt0167574,Demain l'amour,1986,Drama
tt0167575,La demoiselle d'Avignon,1972,Drama
tt0167576,Le destin du docteur Calvet,1989,Drama
tt0167577,Donny & Marie,1997,Talk-Show
tt0167579,Les dossiers de l'agence O,1968,Crime
tt0167580,Douce France,1989,Comedy
tt0167581,Les douze légionnaires,1976,Adventure
tt0167582,Drôles d'histoires,1988,Crime
tt0167583,En cas de bonheur,1989,Drama
tt0167584,Enkeleitä ja pikkupiruja,1998,\N
tt0167585,Les enquêtes du commissaire Maigret,1967,"Crime,Drama"
tt0167586,Les enquêteurs associés,1970,Crime
tt0167587,Espionne et tais-toi,1986,Adventure
tt0167588,Ett mörker...,1998,\N
tt0167589,La famille Colin-Maillard,1967,Comedy
tt0167590,La famille Fontaine,1992,Comedy
tt0167591,La femme en blanc,1970,Drama
tt0167592,Le fils du cirque,1960,Drama
tt0167593,Formula I,1990,Drama
tt0167594,Fortune,1969,Adventure
tt0167595,"Frakk, a macskák réme",1972,Animation
tt0167596,François Gaillard,1971,Adventure
tt0167597,Les gens de Mogador,1972,Drama
tt0167598,Gil Blas de Santillane,1974,Adventure
tt0167599,Gimme Gimme Gimme,1999,Comedy
tt0167600,Les Globe-trotters,1966,"Adventure,Comedy"
tt0167601,Goal,1992,"Comedy,Sport"
tt0167602,Gorri le diable,1968,Adventure
tt0167603,Graine d'ortie,1973,Drama
tt0167604,The Great Temptation,1970,Game-Show
tt0167605,La guerre des femmes,1986,"Drama,History"
tt0167606,L'heure Simenon,1986,Crime
tt0167607,Histoires d'amour,1990,"Drama,Romance"
tt0167609,L'homme du Picardie,1968,Drama
tt0167610,L'homme à tout faire,1988,Comedy
tt0167611,Hot Streak,1998,Game-Show
tt0167612,Hullabaloo,1965,"Comedy,Family,Music"
tt0167614,Les héritiers,1977,Drama
tt0167615,Ihmeidentekijät,1996,Drama
tt0167616,Il était un musicien,1978,"Drama,Musical"
tt0167617,L'inspecteur Leclerc enquête,1962,"Crime,Thriller"
tt0167618,L'instit,1984,Comedy
tt0167619,Isänmaan toivot,1998,Comedy
tt0167620,Jack,1975,Drama
tt0167621,Janique aimée,1963,Drama
tt0167622,"Jean Pinot, médecin d'aujourd'hui",1974,Drama
tt0167623,Jean de la Tour Miracle,1967,Drama
tt0167624,Le jeune Fabre,1973,Romance
tt0167625,Jo Gaillard,1975,Adventure
tt0167626,"Julien Fontanes, magistrat",1980,"Adventure,Drama"
tt0167627,Kalapuikkokeitto,1998,Comedy
tt0167628,Karl & Co,1998,Comedy
tt0167629,Kekkon zenya,1998,Drama
tt0167630,Klubi,1998,\N
tt0167631,Laure,1969,Comedy
tt0167632,La liberté Stéphanie,1987,Drama
tt0167633,La ligne de démarcation,1973,Drama
tt0167634,"Lili, petit à petit",1986,Comedy
tt0167635,Loft story,1988,Comedy
tt0167636,Loistavat Jerkun pojat,1999,Comedy
tt0167638,Lycée alpin,1992,Comedy
tt0167639,Léo et Léa,1992,Comedy
tt0167640,Fanatic,1998,\N
tt0167641,Mad About Pets,1999,\N
tt0167642,Madame êtes-vous libre?,1971,Comedy
tt0167643,Maguy,1985,Comedy
tt0167644,Maigret,1991,"Crime,Drama,Mystery"
tt0167645,La maison Deschênes,1988,Drama
tt0167646,Malican père et fils,1967,Crime
tt0167647,La malle de Hambourg,1972,Drama
tt0167648,Marc et Sophie,1987,Comedy
tt0167649,Le mari de l'ambassadeur,1990,Adventure
tt0167650,"Marianne, une étoile pour Napoléon",1983,"Drama,History"
tt0167651,Marie Pervenche,1984,Comedy
tt0167652,Le masque,1989,"Crime,Thriller"
tt0167653,Les maupas,1982,Drama
tt0167654,Maurin des maures,1970,Adventure
tt0167655,Messieurs les jurés,1974,"Crime,Drama"
tt0167656,Meu Bem-Querer,1998,"Drama,Romance"
tt0167657,"Michel, l'enfant-roi",1972,Drama
tt0167658,Minouche,1969,Comedy
tt0167659,Le miroir 2000,1971,Drama
tt0167660,Mitäs sais olla,1998,\N
tt0167661,Les Mohicans de Paris,1973,"Adventure,Fantasy"
tt0167662,Les moineau et les Pinson,1982,Drama
tt0167663,Le monde enchanté d'Isabelle,1973,Comedy
tt0167664,Le monde parallèle,1967,Adventure
tt0167665,Monsieur le ministre,1982,Drama
tt0167666,Mord och passion,1991,Crime
tt0167667,The Mrs Bradley Mysteries,1998,"Mystery,Thriller"
tt0167669,Médard et Barnabé,1963,Comedy
tt0167670,Nanou,1970,Comedy
tt0167671,Nans le berger,1974,Drama
tt0167673,Les nouveaux chevaliers du ciel,1988,"Action,Adventure"
tt0167674,Opération Condor,1986,Adventure
tt0167675,L'or et le papier,1990,Drama
tt0167676,L'or noir de Lornac,1987,Drama
tt0167677,La p'tite semaine,1974,Comedy
tt0167678,PTV - Penetrerings-TV,1991,Comedy
tt0167679,Pappia kyydissä,1998,Comedy
tt0167680,Les passions de Céline,1987,Drama
tt0167681,Paul et Virginie,1974,Romance
tt0167682,Pause-café,1981,Drama
tt0167683,Permis de construire,1985,Drama
tt0167684,Le petit monde de Marie-Plaisance,1969,Drama
tt0167685,Pets Go Public,1998,\N
tt0167686,Les pique-assiettes,1989,Comedy
tt0167687,Pityke,1980,"Animation,Crime"
tt0167689,Poivre et sel,1992,Comedy
tt0167690,Poker d'As,1973,Adventure
tt0167691,Poly,1961,"Adventure,Family"
tt0167692,Port-Breac'h,1992,Drama
tt0167694,Portis klarar skivan,1991,\N
tt0167695,Professor Poopsnagle's Steam Zeppelin,1985,"Adventure,Family,Sci-Fi"
tt0167696,La preuve par treize,1975,Crime
tt0167697,La princesse du rail,1967,Adventure
tt0167698,Le pèlerinage,1975,Adventure
tt0167699,Quand la liberté venait du ciel,1967,Drama
tt0167700,Rancune tenace,1985,Drama
tt0167701,Randall & Hopkirk (Deceased),2000,"Comedy,Crime,Fantasy"
tt0167702,Rendez-vous à Badenberg,1970,Drama
tt0167703,The Rivals of Sherlock Holmes,1971,"Crime,Drama,Mystery"
tt0167704,Riviera,1991,Drama
tt0167705,Rocambole,1964,Adventure
tt0167706,Rouletabille,1966,Adventure
tt0167707,Rue Carnot,1984,"Comedy,Drama"
tt0167708,"Sadie, It's Cold Outside",1974,Comedy
tt0167710,Salut champion,1981,Adventure
tt0167711,Salut les copains,1991,"Comedy,Musical"
tt0167712,Salut les homards,1988,Comedy
tt0167714,Saturnin Belloir,1967,Comedy
tt0167715,Les secrets de la mer rouge,1968,Adventure
tt0167716,Le seize à Kerbriant,1972,Drama
tt0167718,Le service des affaires classées,1970,Thriller
tt0167719,Seule à Paris,1965,Drama
tt0167720,Seven Days,1998,"Action,Drama,Sci-Fi"
tt0167721,Si Guitry m'était conté,1989,Comedy
tt0167722,Sixième gauche,1990,Comedy
tt0167723,La sonate pathétique,1988,Drama
tt0167724,Souris noire,1987,"Comedy,Family"
tt0167725,Studio follies,1987,Drama
tt0167726,Sueurs froides,1988,"Crime,Thriller"
tt0167727,Sydänten akatemia,1998,Drama
tt0167728,Sylvie des 3 ormes,1968,Drama
tt0167729,Sylvie et compagnie,1992,Comedy
tt0167730,Symphonie,1986,Drama
tt0167731,Symphorien,1970,"Comedy,Drama"
tt0167732,Série noire,1984,"Crime,Thriller"
tt0167733,Le sérum de bonté,1960,Comedy
tt0167735,Total Request Live,1998,Music
tt0167738,Um Sarilho Chamado Marina,1998,Comedy
tt0167739,Upright Citizens Brigade,1998,Comedy
tt0167741,What Will They Think of Next?,1998,\N
tt0167742,Where on Earth Is Carmen Sandiego?,1994,"Action,Adventure,Animation"
tt0167743,The Wild Thornberrys,1998,"Adventure,Animation,Comedy"
tt0167744,Mystery of the Conundrum,1969,"Adventure,Family,Mystery"
tt0167745,L'âge en fleur,1975,Comedy
tt0167746,L'âge heureux,1966,Comedy
tt0167747,Ça vous arrivera demain,1970,Comedy
tt0167748,Les évasions célèbres,1972,Adventure
tt0168003,An Independent Man,1995,"Comedy,Drama"
tt0168013,The Joe Franklin Show,1950,Talk-Show
tt0168155,Safe and Sound,1996,Comedy
tt0168254,Westbeach,1993,\N
tt0168275,37 Grad,1994,Documentary
tt0168276,L'abonné de la ligne U,1964,Thriller
tt0168277,L'accusée,1974,Thriller
tt0168278,Adieu mes quinze ans,1971,Drama
tt0168280,L'affaire Labricole,1981,Thriller
tt0168281,Affaire Vilain contre ministère public,1968,Adventure
tt0168282,Agence Intérim,1969,Comedy
tt0168283,Little Women,1987,"Animation,Drama,Family"
tt0168284,"Tale of Pollyanna, Girl of Love",1986,Animation
tt0168285,Alice où es-tu?,1969,Drama
tt0168286,Allô police,1966,Crime
tt0168287,"And That's the News, Goodnight",1974,Comedy
tt0168288,L'ane culotte,1967,Comedy
tt0168289,"Anna, Ciro e... compagnia",1985,\N
tt0168290,Anne jour après jour,1976,Drama
tt0168292,L'appartement,1984,Comedy
tt0168293,Rascal the Raccoon,1977,"Animation,Drama,Family"
tt0168294,Archibald,1991,Comedy
tt0168295,The Army Show,1998,Comedy
tt0168296,Arpad le tzigane,1973,Adventure
tt0168297,Story of the Alps: My Annette,1983,"Animation,Drama,Family"
tt0168298,Astrolab 22,1985,Sci-Fi
tt0168299,Les atomistes,1968,Drama
tt0168300,L'auberge de la licorne,1966,Comedy
tt0168301,Aubrac-City,1971,Comedy
tt0168302,Les aventures d'Oscar,1959,Comedy
tt0168303,Les aventures du capitaine Luckner,1971,Adventure
tt0168304,La bande des Ayacks,1970,Drama
tt0168305,Besoin de personne,1991,Drama
tt0168306,Bibliothèque verte,1989,Adventure
tt0168307,The Big Revue,1952,"Comedy,Music"
tt0168308,"Blank, Meier, Jensen",1992,Thriller
tt0168309,Bonjour Paris,1976,Drama
tt0168310,Brother's Keeper,1998,Comedy
tt0168311,"Candice, ce n'est pas sérieux",1969,Comedy
tt0168313,Cliff Dexter,1966,"Action,Adventure,Crime"
tt0168314,Commesse,1999,Comedy
tt0168316,Les compagnons d'Eleusis,1975,"Adventure,Mystery,Thriller"
tt0168317,Les compagnons de Jehu,1966,Drama
tt0168318,Les compagnons de l'aventure,1989,Adventure
tt0168321,Constance et Vicky,1990,Drama
tt0168322,Corsaires et flibustiers,1966,Adventure
tt0168324,Coulisses,1986,Drama
tt0168325,Les créatures du bon Dieu,1967,Comedy
tt0168326,Cupid,1998,"Comedy,Romance"
tt0168327,DiResta,1998,Comedy
tt0168329,Don Tonino,1988,"Comedy,Crime"
tt0168330,Una donna per amico,1998,Drama
tt0168332,F.D.M.,1992,Comedy
tt0168334,A Dog of Flanders,1975,Animation
tt0168335,Guys Like Us,1998,Comedy
tt0168337,The Hughleys,1998,Comedy
tt0168338,Remi the Homeless Girl,1996,"Adventure,Animation,Drama"
tt0168340,"It's Like, You Know...",1999,Comedy
tt0168341,Swiss Family Robinson,1981,"Adventure,Animation,Family"
tt0168342,Kukori és Kotkoda,1971,"Animation,Family"
tt0168343,Kérem a következöt!,1975,"Animation,Family"
tt0168344,Legacy,1998,Drama
tt0168345,Lui e lei,1998,Comedy
tt0168346,"Katri, Girl of the Meadows",1984,"Animation,Drama"
tt0168348,Un medico in famiglia,1998,Comedy
tt0168349,Meiken rasshî,1996,Animation
tt0168350,Mentors,1998,"Drama,Family,Sci-Fi"
tt0168351,Lucy of the Southern Rainbows,1982,"Animation,Drama,Family"
tt0168352,Médecins de nuit,1999,Drama
tt0168353,Name Your Adventure,1992,\N
tt0168354,Tico of the Seven Seas,1994,"Adventure,Animation"
tt0168356,Non lasciamoci più,1999,"Comedy,Drama"
tt0168357,One World,1998,Comedy
tt0168358,Parkinson,1971,"Comedy,Music,Talk-Show"
tt0168359,The Party Game,1970,\N
tt0168360,Passe-Partout,1977,Family
tt0168361,The Adventures of Peter Pan,1989,"Adventure,Animation,Comedy"
tt0168362,The Story of Perrine,1978,"Animation,Drama"
tt0168363,Peter Appleyard Presents,1977,\N
tt0168365,Placé en garde à vue,1994,"Crime,Thriller"
tt0168366,Pokémon,1997,"Action,Adventure,Animation"
tt0168367,Polka Dot Door,1971,"Family,Musical"
tt0168368,Quai n° 1,1996,Crime
tt0168369,Reigen Bogen,1972,\N
tt0168371,Romeo's Blue Skies,1995,"Animation,Drama"
tt0168372,The Roseanne Show,1997,"Comedy,Talk-Show"
tt0168373,The Secret Diary of Desmond Pfeiffer,1998,"Comedy,History"
tt0168375,Little Princess Sara,1985,"Animation,Drama"
tt0168376,Little Prince Cedie,1988,"Animation,Drama,Family"
tt0168378,"Bush Baby, Little Angel of the Grasslands",1992,Animation
tt0168380,Streetwise,1989,Drama
tt0168381,Tang,1971,Adventure
tt0168382,"Tel père, tel fils",1988,Comedy
tt0168385,Le temps des copains,1961,Comedy
tt0168386,Tendresse et passion,1989,Drama
tt0168387,Thibaud,1968,Adventure
tt0168388,Thierry la Fronde,1963,Adventure
tt0168389,This Hour Has Seven Days,1964,"Comedy,News"
tt0168390,Thunder,1977,"Action,Adventure,Drama"
tt0168391,The Adventures of Tom Sawyer,1980,"Animation,Comedy,Drama"
tt0168392,Ton amour et ma jeunesse,1973,Drama
tt0168393,Story of the Trapp Family,1991,"Adventure,Animation,Drama"
tt0168395,Totally Full Frontal,1998,Comedy
tt0168396,Tous en selle,1992,Drama
tt0168397,Le train bleu s'arrête 13 fois,1965,Adventure
tt0168398,Traquenards,1987,Adventure
tt0168399,Quelle famille!,1969,Comedy
tt0168400,Tribunal,1989,Drama
tt0168401,Trois de coeur,1976,Adventure
tt0168402,Les trouble-fête,1991,Comedy
tt0168403,Le trésor des 13 maisons,1961,Adventure
tt0168404,Le trésor des Hollandais,1969,Adventure
tt0168405,Le trésor des Templiers,1992,"Adventure,Family"
tt0168407,Typhelle et Tourteron,1975,Drama
tt0168408,Témoignages,1973,"Crime,Thriller"
tt0168409,La tête en l'air,1993,Drama
tt0168410,Un certain Richard Dorian,1973,Drama
tt0168411,Un curé de choc,1974,Comedy
tt0168412,"Un homme, une ville",1973,Drama
tt0168413,Un taxi dans les nuages,1969,Adventure
tt0168414,Une Suédoise à Paris,1975,Drama
tt0168415,Une autre vie,1971,Drama
tt0168416,Une famille pas comme les autres,1993,Comedy
tt0168417,Une femme seule,1975,Drama
tt0168418,Une femme à aimer,1969,Drama
tt0168419,Une fille seule,1979,Drama
tt0168421,La vallée des peupliers,1986,Drama
tt0168422,Valérie et l'aventure,1968,Adventure
tt0168423,Valérie,1974,Drama
tt0168424,Le vent du large,1985,Drama
tt0168425,Vidocq,1967,Adventure
tt0168426,La vie Nathalie,1989,Drama
tt0168427,La vie commence à minuit,1967,Drama
tt0168428,Le village englouti,1976,Drama
tt0168429,Vivasion,1993,"Comedy,Music,Talk-Show"
tt0168430,Vive la vie,1966,Comedy
tt0168431,Vivement lundi,1988,Comedy
tt0168432,"Voisin, voisine",1988,Drama
tt0168434,La vérité tient à un fil,1976,"Crime,Thriller"
tt0168435,Little Women II Jo's Boys,1993,"Animation,Comedy,Drama"
tt0168436,Daddy Long-legs,1990,"Animation,Comedy,Drama"
tt0168437,Witness to Yesterday,1973,"Drama,History"
tt0168439,Les Zingari,1975,Drama
tt0168440,À dossiers ouverts,1974,Thriller
tt0168441,Goldene Zeiten - Bittere Zeiten,1981,Drama
tt0168510,Bird of Prey,1982,Thriller
tt0168511,Bird of Prey 2,1984,Thriller
tt0168596,Cold Feet,1997,"Comedy,Drama,Romance"
tt0168604,The Contract,1988,\N
tt0169247,So Weird,1999,"Adventure,Family,Mystery"
tt0169262,Splat!,1997,\N
tt0169412,Allô Béatrice,1984,Comedy
tt0169414,Arthur,1996,"Adventure,Animation,Comedy"
tt0169416,Beasts,1976,"Horror,Mystery"
tt0169417,"Blanc, bleu, rouge",1981,"Drama,History"
tt0169418,Internal Affairs,1995,\N
tt0169419,Brida,1998,\N
tt0169420,The Tide of Life,1998,Drama
tt0169424,Ciresarii,1972,"Adventure,Comedy"
tt0169426,Constant Hot Water,1986,Comedy
tt0169428,Creatures Fantastic,1997,\N
tt0169429,Crna Gora,1973,\N
tt0169436,Dossier: disparus,1998,\N
tt0169437,Drawing Power,1980,Animation
tt0169438,Dream Team,1997,"Drama,Sport"
tt0169439,Droga,1973,Drama
tt0169441,Débora,1998,"Comedy,Music"
tt0169442,Escape,1998,\N
tt0169443,L'esprit de famille,1982,\N
tt0169446,The Fifth Estate,1976,"Documentary,News"
tt0169447,Finalmente soli,1999,Comedy
tt0169449,Fram,1983,"Drama,Family"
tt0169450,Fraud Squad,1998,\N
tt0169451,Frères et flics,1998,"Crime,Thriller"
tt0169452,"Giovani, carini ma disoccupati",1997,\N
tt0169455,Inside the Actors Studio,1994,Talk-Show
tt0169456,The School Teacher,1993,Drama
tt0169457,Jonathan Miller on Reflection,1998,\N
tt0169458,Le juge est une femme,1993,"Crime,Drama"
tt0169459,Kapitan Sowa na tropie,1965,"Crime,Mystery"
tt0169461,13th Rider,1997,\N
tt0169462,Louis la brocante,1998,Drama
tt0169463,Love for Sale,1998,\N
tt0169464,Madame le consul,1996,\N
tt0169466,Manly World,1990,\N
tt0169467,Marie Fransson,1998,"Drama,Romance"
tt0169468,Marion,1982,\N
tt0169469,Marked Personal,1973,\N
tt0169472,Max et associés,1998,Adventure
tt0169473,Mazinger Z,1972,"Action,Animation,Sci-Fi"
tt0169474,Maître Da Costa,1997,\N
tt0169476,Nearly Yours,1999,Comedy
tt0169477,The New Adventures of He-Man,1990,"Action,Adventure,Animation"
tt0169478,Newsflash,1998,\N
tt0169479,The Other 'Arf,1980,Comedy
tt0169480,Capital Sin,1998,"Drama,Romance"
tt0169481,Pin Up Club,1987,Reality-TV
tt0169484,Polizeifunk ruft,1966,"Crime,Drama"
tt0169485,Crimes en série,1998,"Comedy,Crime,Thriller"
tt0169486,A Profissional,1998,\N
tt0169488,Rollin' on the River,1971,"Comedy,Music"
tt0169489,Rooms,1974,Drama
tt0169491,Junkyard Wars,1998,Game-Show
tt0169492,Spiral Zone,1987,"Action,Animation,Sci-Fi"
tt0169493,Squirt TV on MTV,1996,\N
tt0169494,Squirt TV,1994,\N
tt0169496,Sweet City Woman,1975,\N
tt0169497,Take Thirty,1962,\N
tt0169498,The Two Brians,1997,Comedy
tt0169499,Two Fat Ladies,1996,Documentary
tt0169500,Tähtitehdas,1998,Drama
tt0169504,A Wonderful Family,1992,"Comedy,Romance"
tt0169505,Une femme d'honneur,1996,Thriller
tt0169506,Une femme en blanc,1997,\N
tt0169507,Villains,1972,Drama
tt0169508,Le vérificateur,1979,\N
tt0169509,Le véto,1986,\N
tt0169510,Shadow Raiders,1998,"Action,Animation,Sci-Fi"
tt0169512,Winnetou le mescalero,1980,Western
tt0169515,The Word,1990,Talk-Show
tt0169516,Young Hercules,1998,"Action,Adventure,Fantasy"
tt0169517,Zmiennicy,1986,Comedy
tt0169518,c/o Segemyhr,1998,Comedy
tt0169531,El abuelo y yo,1992,"Adventure,Drama,Family"
tt0169916,For the Greater Good,1991,Drama
tt0170373,Petsburgh USA,1998,\N
tt0170873,Air America,1998,"Action,Adventure"
tt0170875,Banda Rudego Pajaka,1988,Family
tt0170878,"Bergeval, Father and Son",1977,Drama
tt0170880,Blackpool Bonanza,1978,\N
tt0170881,Blackstar,1981,"Adventure,Animation,Family"
tt0170882,Bonsoir chef,1977,Crime
tt0170883,Butch Cassidy,1973,"Adventure,Animation,Comedy"
tt0170885,Carrusel,1989,"Drama,Family"
tt0170888,Chega Mais,1980,"Drama,Romance"
tt0170889,Les chemins de pierre,1972,Adventure
tt0170890,Le chevalier d'Harmental,1966,Adventure
tt0170891,Christa,1971,Adventure
tt0170892,Christine,1975,Drama
tt0170893,La chronique des Dubois,1976,\N
tt0170894,Château Espérance,1976,Drama
tt0170895,Cierne na bielom,1961,\N
tt0170897,Les comédiens,1965,Comedy
tt0170899,La cravache d'or,1969,Drama
tt0170900,Crise,1975,Drama
tt0170901,Les demoiselles de Suresnes,1968,Comedy
tt0170902,Le dernier petit ramoneur,1961,Adventure
tt0170903,Les dernières volontés de Richard Lagrange,1972,Drama
tt0170904,Câlins d'abord,1989,Comedy
tt0170905,Des lauriers pour Lila,1974,"Comedy,Crime"
tt0170906,Des épinards dans les baskets,1990,Comedy
tt0170907,Le dessous du ciel,1974,Drama
tt0170908,The Devil's Crown,1978,"Biography,Drama,History"
tt0170909,Les diables au village,1968,Drama
tt0170910,Les diamants de Palinos,1964,"Adventure,Comedy"
tt0170911,Dio vede e provvede,1996,Comedy
tt0170912,Do przerwy 0:1,1969,"Adventure,Family,Sport"
tt0170913,Dominique,1977,Drama
tt0170914,Donaug'schichten,1965,\N
tt0170916,Les dossiers du professeur Morgan,1970,"Crime,Thriller"
tt0170919,La déesse d'or,1961,Adventure
tt0170921,En famille,1966,Drama
tt0170922,Ein Engel im Taxi,1981,\N
tt0170924,Erreurs judiciaires,1975,Drama
tt0170925,Espelho Mágico,1977,"Comedy,Drama,Romance"
tt0170927,L'extraordinaire Petros,1965,Adventure
tt0170928,Face aux Lancaster,1971,Drama
tt0170929,Les facéties du sapeur Camember,1965,Comedy
tt0170930,Fair City,1989,Drama
tt0170931,Les Fargeot,1974,Drama
tt0170933,La feuille d'érable,1972,Adventure
tt0170934,Les filles d'à côté,1993,Comedy
tt0170935,Filles à papas,1995,Comedy
tt0170936,Le fils du ciel,1972,Drama
tt0170937,La folie des bêtes,1974,Drama
tt0170938,Foncouverte,1965,Drama
tt0170939,Frédéric le gardian,1965,Adventure
tt0170940,Frédéric,1980,Comedy
tt0170941,Gagman,1987,"Comedy,Musical"
tt0170942,Les gaietés de la correctionnelle,1981,Comedy
tt0170943,Der Glücksritter,1984,\N
tt0170945,The Great Space Coaster,1981,"Animation,Comedy,Family"
tt0170946,Les Gromelot et les Dupinson,1995,\N
tt0170947,Les habits noirs,1967,Drama
tt0170949,HeliCops - Einsatz über Berlin,1998,"Action,Adventure,Crime"
tt0170950,Hjerteflimmer,1998,\N
tt0170951,L'homme au képi noir,1986,Adventure
tt0170952,L'homme de l'ombre,1968,"Crime,Thriller"
tt0170953,Hugo,1997,"Adventure,Animation,Game-Show"
tt0170954,Hôtel du siècle,1985,Drama
tt0170955,L'inconnue du vol 141,1972,Adventure
tt0170956,Les indiens,1964,"Action,Adventure,Western"
tt0170957,Instant Comedy with the Groundlings,1998,Comedy
tt0170958,Les invisibles,1988,"Adventure,Animation"
tt0170959,JEP!,1998,"Family,Game-Show"
tt0170960,Jamais deux sans toi,1990,Comedy
tt0170961,Jelenko,1981,Family
tt0170962,Johnny Sokko and His Flying Robot,1967,"Action,Adventure,Sci-Fi"
tt0170963,KCAL 9 News,1994,News
tt0170964,Die Krimistunde,1982,"Crime,Reality-TV,Thriller"
tt0170965,Lance et compte II,1988,"Drama,Sport"
tt0170966,Lance et compte III,1989,\N
tt0170967,Les lettres volées,1977,Drama
tt0170968,Love Connection,1983,"Reality-TV,Romance"
tt0170969,Lumière violente,1970,Drama
tt0170970,La lune papa,1977,Comedy
tt0170971,"Léon Duras, chroniqueur mondain",1991,Comedy
tt0170972,Ma voyante préférée,1998,\N
tt0170973,Magic Shadows,1974,\N
tt0170974,Malaventure,1974,Crime
tt0170975,Le manège de Port-Barcarès,1972,Drama
tt0170976,The Marilyn Kagen Show,1995,\N
tt0170977,Marisol,1980,Drama
tt0170979,Les messieurs de Saint-Roy,1973,Crime
tt0170980,The Mike Douglas Show,1961,"Comedy,Music,Talk-Show"
tt0170981,Mon seul amour,1971,Drama
tt0170982,Mortal Kombat: Conquest,1998,"Action,Adventure,Fantasy"
tt0170985,Der Nachtkurier meldet...,1964,Crime
tt0170986,Ne le dites pas avec des roses,1977,Comedy
tt0170988,Le neveu d'Amérique,1973,Adventure
tt0170989,The Nightmare Man,1981,"Horror,Sci-Fi,Thriller"
tt0170990,Les oiseaux de Meiji Jingu,1974,Adventure
tt0170991,Les oiseaux rares,1969,Drama
tt0170992,Omer Pacha,1971,Adventure
tt0170993,La passagère,1974,Drama
tt0170994,The Paul Daniels Magic Show,1979,Reality-TV
tt0170995,Les pilotes de courses,1975,Adventure
tt0170996,"Pinky, Elmyra & the Brain",1998,"Animation,Comedy,Family"
tt0170997,Pohvale,1974,\N
tt0170998,Pont dormant,1972,Drama
tt0170999,Le premier juré,1973,Drama
tt0171001,Provinces,1968,Adventure
tt0171002,Le provocateur,1973,Adventure
tt0171003,Prune,1970,Comedy
tt0171004,Quand on est deux,1962,Comedy
tt0171005,Quelle famille!,1965,Comedy
tt0171006,Recherche dans l'intérêt des familles,1977,Crime
tt0171007,La route,1963,Adventure
tt0171008,Rue barrée,1967,"Comedy,Drama,Romance"
tt0171009,La révolte des Haîdouks,1972,Adventure
tt0171010,Salle n° 8,1967,Drama
tt0171011,Saturday Night at the Movies,1974,Talk-Show
tt0171012,Scoop III,1994,\N
tt0171013,Scoop IV,1995,\N
tt0171014,"Stare, ale dobre",1963,Music
tt0171015,Stawiam na Tolka Banana,1973,"Adventure,Family"
tt0171017,Suivez Budart,1972,Comedy
tt0171018,Les survivants,1965,Drama
